playerID,Player_Name,teamID,Team_Name,leagueID,League_Name,season,Games_Played,Total_Goals,Total_Assists,Total_Shots,Shots_Converted_Perc,Goals_Per_Game
1117,Andrea Poli,111,AC Milan,2,Serie A,2016,13,0,0,3,0.0,0.0
1118,Gabriel Paletta,111,AC Milan,2,Serie A,2014,14,0,0,3,0.0,0.0
1118,Gabriel Paletta,230,Parma Calcio 1913,2,Serie A,2014,7,0,0,1,0.0,0.0
1119,Alessio Romagnoli,111,AC Milan,2,Serie A,2015,34,0,0,6,0.0,0.0
1120,Mattia De Sciglio,98,Juventus,2,Serie A,2018,22,0,1,7,0.0,0.0
1120,Mattia De Sciglio,98,Juventus,2,Serie A,2019,9,0,0,1,0.0,0.0
1120,Mattia De Sciglio,111,AC Milan,2,Serie A,2014,16,0,0,7,0.0,0.0
1120,Mattia De Sciglio,111,AC Milan,2,Serie A,2015,22,0,1,13,0.0,0.0
1120,Mattia De Sciglio,111,AC Milan,2,Serie A,2016,25,0,2,9,0.0,0.0
1120,Mattia De Sciglio,178,Lyon,5,Ligue 1,2020,29,0,1,3,0.0,0.0
1122,Manuel Locatelli,104,Sassuolo,2,Serie A,2019,33,0,5,32,0.0,0.0
1122,Manuel Locatelli,111,AC Milan,2,Serie A,2017,21,0,0,11,0.0,0.0
1127,Luiz Adriano,111,AC Milan,2,Serie A,2016,7,0,0,3,0.0,0.0
1128,Gustavo Gómez,111,AC Milan,2,Serie A,2016,18,0,0,5,0.0,0.0
1129,Suso,111,AC Milan,2,Serie A,2014,5,0,1,5,0.0,0.0
1130,José Sosa,111,AC Milan,2,Serie A,2016,18,0,3,24,0.0,0.0
1131,Rodrigo Ely,158,Alaves,4,La Liga,2018,5,0,0,2,0.0,0.0
1132,Gabriel,243,Lecce,2,Serie A,2019,34,0,0,0,,0.0
1133,Cristian Zapata,101,Genoa,2,Serie A,2020,12,0,0,3,0.0,0.0
1133,Cristian Zapata,111,AC Milan,2,Serie A,2014,12,0,1,2,0.0,0.0
1133,Cristian Zapata,111,AC Milan,2,Serie A,2017,12,0,0,5,0.0,0.0
1133,Cristian Zapata,111,AC Milan,2,Serie A,2018,13,0,0,3,0.0,0.0
1135,Ignazio Abate,111,AC Milan,2,Serie A,2014,23,0,6,8,0.0,0.0
1135,Ignazio Abate,111,AC Milan,2,Serie A,2016,23,0,2,4,0.0,0.0
1135,Ignazio Abate,111,AC Milan,2,Serie A,2018,19,0,0,1,0.0,0.0
1138,Orestis Karnezis,90,Watford,1,Premier League,2017,15,0,0,0,,0.0
1138,Orestis Karnezis,99,Udinese,2,Serie A,2014,37,0,0,0,,0.0
1138,Orestis Karnezis,99,Udinese,2,Serie A,2015,38,0,0,0,,0.0
1138,Orestis Karnezis,99,Udinese,2,Serie A,2016,33,0,0,0,,0.0
1138,Orestis Karnezis,105,Napoli,2,Serie A,2018,9,0,0,0,,0.0
1139,Silvan Widmer,99,Udinese,2,Serie A,2015,27,0,2,23,0.0,0.0
1139,Silvan Widmer,99,Udinese,2,Serie A,2016,28,0,4,5,0.0,0.0
1140,Danilo,97,Bologna,2,Serie A,2020,35,0,1,15,0.0,0.0
1140,Danilo,99,Udinese,2,Serie A,2015,34,0,0,14,0.0,0.0
1141,Felipe,106,Inter,2,Serie A,2014,5,0,0,0,,0.0
1141,Felipe,221,SPAL 2013,2,Serie A,2019,15,0,0,6,0.0,0.0
1142,Samir,99,Udinese,2,Serie A,2016,21,0,2,4,0.0,0.0
1143,Sven Kums,99,Udinese,2,Serie A,2016,29,0,1,10,0.0,0.0
1145,Rodrigo de Paul,146,Valencia,4,La Liga,2015,9,0,0,10,0.0,0.0
1146,Jakub Jankto,102,Sampdoria,2,Serie A,2018,25,0,0,23,0.0,0.0
1147,Cyril Théréau,116,Cagliari,2,Serie A,2018,5,0,0,2,0.0,0.0
1149,Thomas Heurtaux,94,Verona,2,Serie A,2017,17,0,0,1,0.0,0.0
1149,Thomas Heurtaux,99,Udinese,2,Serie A,2015,15,0,0,2,0.0,0.0
1149,Thomas Heurtaux,99,Udinese,2,Serie A,2016,12,0,1,3,0.0,0.0
1150,Emmanuel Badu,94,Verona,2,Serie A,2019,10,0,0,0,,0.0
1150,Emmanuel Badu,99,Udinese,2,Serie A,2016,29,0,3,21,0.0,0.0
1151,Emil Hallfredsson,94,Verona,2,Serie A,2015,16,0,1,14,0.0,0.0
1151,Emil Hallfredsson,99,Udinese,2,Serie A,2015,12,0,0,6,0.0,0.0
1151,Emil Hallfredsson,99,Udinese,2,Serie A,2016,28,0,4,19,0.0,0.0
1151,Emil Hallfredsson,99,Udinese,2,Serie A,2017,19,0,0,2,0.0,0.0
1151,Emil Hallfredsson,112,Frosinone,2,Serie A,2018,7,0,0,1,0.0,0.0
1152,Lucas Evangelista,99,Udinese,2,Serie A,2016,6,0,1,3,0.0,0.0
1153,Ryder Matos,94,Verona,2,Serie A,2017,14,0,1,16,0.0,0.0
1153,Ryder Matos,99,Udinese,2,Serie A,2015,11,0,1,3,0.0,0.0
1153,Ryder Matos,99,Udinese,2,Serie A,2016,20,0,0,14,0.0,0.0
1154,Stipe Perica,112,Frosinone,2,Serie A,2018,7,0,0,12,0.0,0.0
1155,Andrija Balic,99,Udinese,2,Serie A,2017,21,0,1,16,0.0,0.0
1156,Ali Adnan,99,Udinese,2,Serie A,2016,14,0,0,8,0.0,0.0
1156,Ali Adnan,99,Udinese,2,Serie A,2017,23,0,2,12,0.0,0.0
1158,Simone Scuffet,99,Udinese,2,Serie A,2016,6,0,0,0,,0.0
1158,Simone Scuffet,99,Udinese,2,Serie A,2017,6,0,0,0,,0.0
1158,Simone Scuffet,99,Udinese,2,Serie A,2018,9,0,0,0,,0.0
1159,Molla Wagué,99,Udinese,2,Serie A,2015,21,0,0,11,0.0,0.0
1159,Molla Wagué,99,Udinese,2,Serie A,2016,6,0,0,5,0.0,0.0
1159,Molla Wagué,168,Nantes,5,Ligue 1,2019,9,0,0,2,0.0,0.0
1160,Albano Bizzarri,99,Udinese,2,Serie A,2017,32,0,0,0,,0.0
1160,Albano Bizzarri,109,Chievo,2,Serie A,2014,28,0,0,0,,0.0
1160,Albano Bizzarri,109,Chievo,2,Serie A,2015,35,0,0,0,,0.0
1160,Albano Bizzarri,114,Pescara,2,Serie A,2016,29,0,0,0,,0.0
1161,Francesco Zampano,99,Udinese,2,Serie A,2017,6,0,1,2,0.0,0.0
1161,Francesco Zampano,112,Frosinone,2,Serie A,2018,27,0,1,15,0.0,0.0
1161,Francesco Zampano,114,Pescara,2,Serie A,2016,34,0,5,12,0.0,0.0
1162,Hugo Campagnaro,106,Inter,2,Serie A,2014,10,0,0,1,0.0,0.0
1163,Michele Fornasier,114,Pescara,2,Serie A,2016,22,0,1,0,,0.0
1164,Cristiano Biraghi,109,Chievo,2,Serie A,2014,18,0,0,12,0.0,0.0
1164,Cristiano Biraghi,155,Granada,4,La Liga,2015,32,0,1,11,0.0,0.0
1165,Gastón Brugman,100,Palermo,2,Serie A,2015,14,0,1,16,0.0,0.0
1165,Gastón Brugman,230,Parma Calcio 1913,2,Serie A,2019,23,0,2,10,0.0,0.0
1166,Ahmed Benali,115,Crotone,2,Serie A,2020,18,0,1,10,0.0,0.0
1167,Alberto Aquilani,104,Sassuolo,2,Serie A,2016,16,0,0,10,0.0,0.0
1167,Alberto Aquilani,110,Fiorentina,2,Serie A,2014,25,0,0,37,0.0,0.0
1167,Alberto Aquilani,144,Las Palmas,4,La Liga,2017,21,0,0,12,0.0,0.0
1168,Bryan Cristante,114,Pescara,2,Serie A,2016,17,0,0,16,0.0,0.0
1169,Ledian Memushaj,222,Benevento,2,Serie A,2017,17,0,0,18,0.0,0.0
1171,Simone Pepe,114,Pescara,2,Serie A,2016,12,0,0,16,0.0,0.0
1172,Alessandro Crescenzi,114,Pescara,2,Serie A,2016,21,0,1,7,0.0,0.0
1174,Dario Zuparic,114,Pescara,2,Serie A,2016,7,0,0,2,0.0,0.0
1175,Vincenzo Fiorillo,114,Pescara,2,Serie A,2016,9,0,0,0,,0.0
1176,Alessandro Bruno,114,Pescara,2,Serie A,2016,15,0,0,0,,0.0
1177,Stefano Pettinari,114,Pescara,2,Serie A,2016,6,0,0,9,0.0,0.0
1178,Davide Zappacosta,95,Roma,2,Serie A,2019,9,0,1,4,0.0,0.0
1179,Leandro Castán,95,Roma,2,Serie A,2015,5,0,0,0,,0.0
1179,Leandro Castán,113,Torino,2,Serie A,2016,14,0,0,1,0.0,0.0
1179,Leandro Castán,116,Cagliari,2,Serie A,2017,14,0,1,1,0.0,0.0
1180,Luca Rossettini,101,Genoa,2,Serie A,2017,23,0,0,11,0.0,0.0
1180,Luca Rossettini,109,Chievo,2,Serie A,2018,21,0,0,4,0.0,0.0
1180,Luca Rossettini,243,Lecce,2,Serie A,2019,26,0,2,4,0.0,0.0
1181,Antonio Barreca,101,Genoa,2,Serie A,2019,18,0,1,6,0.0,0.0
1181,Antonio Barreca,113,Torino,2,Serie A,2016,28,0,2,15,0.0,0.0
1181,Antonio Barreca,113,Torino,2,Serie A,2017,9,0,0,1,0.0,0.0
1181,Antonio Barreca,171,Monaco,5,Ligue 1,2018,7,0,1,5,0.0,0.0
1182,Daniele Baselli,113,Torino,2,Serie A,2019,16,0,2,7,0.0,0.0
1182,Daniele Baselli,113,Torino,2,Serie A,2020,15,0,0,5,0.0,0.0
1184,Mirko Valdifiori,105,Napoli,2,Serie A,2015,6,0,0,1,0.0,0.0
1184,Mirko Valdifiori,108,Empoli,2,Serie A,2014,36,0,7,22,0.0,0.0
1184,Mirko Valdifiori,113,Torino,2,Serie A,2016,24,0,0,10,0.0,0.0
1184,Mirko Valdifiori,113,Torino,2,Serie A,2017,13,0,0,2,0.0,0.0
1184,Mirko Valdifiori,221,SPAL 2013,2,Serie A,2018,15,0,1,7,0.0,0.0
1184,Mirko Valdifiori,221,SPAL 2013,2,Serie A,2019,22,0,3,4,0.0,0.0
1185,Iago Falque,113,Torino,2,Serie A,2019,5,0,0,6,0.0,0.0
1189,Lucas Boyé,113,Torino,2,Serie A,2017,11,0,1,0,,0.0
1189,Lucas Boyé,152,Celta Vigo,4,La Liga,2017,13,0,0,7,0.0,0.0
1190,Joel Obi,113,Torino,2,Serie A,2016,20,0,3,11,0.0,0.0
1191,Arlind Ajeti,115,Crotone,2,Serie A,2017,21,0,1,8,0.0,0.0
1192,Afriyie Acquah,230,Parma Calcio 1913,2,Serie A,2014,15,0,0,13,0.0,0.0
1193,Lorenzo De Silvestri,113,Torino,2,Serie A,2019,29,0,0,22,0.0,0.0
1195,Daniele Padelli,113,Torino,2,Serie A,2014,25,0,0,0,,0.0
1195,Daniele Padelli,113,Torino,2,Serie A,2015,35,0,0,0,,0.0
1196,Emiliano Moretti,113,Torino,2,Serie A,2017,22,0,0,4,0.0,0.0
1196,Emiliano Moretti,113,Torino,2,Serie A,2018,24,0,0,1,0.0,0.0
1197,Cesare Bovo,113,Torino,2,Serie A,2014,15,0,0,15,0.0,0.0
1197,Cesare Bovo,114,Pescara,2,Serie A,2016,11,0,0,5,0.0,0.0
1200,Federico Marchetti,96,Lazio,2,Serie A,2014,30,0,0,0,,0.0
1200,Federico Marchetti,96,Lazio,2,Serie A,2015,29,0,0,0,,0.0
1200,Federico Marchetti,96,Lazio,2,Serie A,2016,17,0,0,0,,0.0
1201,Dusan Basta,96,Lazio,2,Serie A,2014,27,0,2,20,0.0,0.0
1201,Dusan Basta,96,Lazio,2,Serie A,2015,23,0,0,11,0.0,0.0
1201,Dusan Basta,96,Lazio,2,Serie A,2017,11,0,1,10,0.0,0.0
1202,Wallace,96,Lazio,2,Serie A,2017,13,0,0,9,0.0,0.0
1202,Wallace,96,Lazio,2,Serie A,2018,16,0,0,10,0.0,0.0
1202,Wallace,171,Monaco,5,Ligue 1,2014,14,0,0,5,0.0,0.0
1203,Wesley Hoedt,74,Southampton,1,Premier League,2017,28,0,1,15,0.0,0.0
1203,Wesley Hoedt,74,Southampton,1,Premier League,2018,13,0,0,6,0.0,0.0
1203,Wesley Hoedt,96,Lazio,2,Serie A,2015,25,0,0,12,0.0,0.0
1203,Wesley Hoedt,96,Lazio,2,Serie A,2020,17,0,0,2,0.0,0.0
1203,Wesley Hoedt,152,Celta Vigo,4,La Liga,2018,10,0,0,4,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2015,9,0,0,3,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2016,19,0,1,16,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2017,11,0,1,2,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2018,15,0,0,15,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2019,21,0,0,6,0.0,0.0
1204,Patric,96,Lazio,2,Serie A,2020,25,0,1,7,0.0,0.0
1205,Senad Lulic,96,Lazio,2,Serie A,2019,20,0,2,15,0.0,0.0
1205,Senad Lulic,96,Lazio,2,Serie A,2020,16,0,0,6,0.0,0.0
1206,Danilo Cataldi,96,Lazio,2,Serie A,2014,16,0,3,13,0.0,0.0
1206,Danilo Cataldi,96,Lazio,2,Serie A,2020,19,0,0,6,0.0,0.0
1206,Danilo Cataldi,101,Genoa,2,Serie A,2016,14,0,0,7,0.0,0.0
1207,Marco Parolo,96,Lazio,2,Serie A,2020,18,0,2,7,0.0,0.0
1212,Alessandro Murgia,96,Lazio,2,Serie A,2017,16,0,0,11,0.0,0.0
1212,Alessandro Murgia,221,SPAL 2013,2,Serie A,2018,15,0,3,13,0.0,0.0
1212,Alessandro Murgia,221,SPAL 2013,2,Serie A,2019,25,0,1,24,0.0,0.0
1213,Filip Djordjevic,96,Lazio,2,Serie A,2016,17,0,0,7,0.0,0.0
1214,Thomas Strakosha,96,Lazio,2,Serie A,2016,21,0,0,0,,0.0
1214,Thomas Strakosha,96,Lazio,2,Serie A,2017,38,0,0,0,,0.0
1214,Thomas Strakosha,96,Lazio,2,Serie A,2018,35,0,0,0,,0.0
1214,Thomas Strakosha,96,Lazio,2,Serie A,2019,38,0,0,0,,0.0
1214,Thomas Strakosha,96,Lazio,2,Serie A,2020,9,0,0,0,,0.0
1217,Moritz Leitner,79,Norwich,1,Premier League,2019,9,0,0,8,0.0,0.0
1217,Moritz Leitner,121,Augsburg,3,Bundesliga,2016,6,0,0,5,0.0,0.0
1217,Moritz Leitner,129,Borussia Dortmund,3,Bundesliga,2015,9,0,1,6,0.0,0.0
1218,Cristiano Lombardi,222,Benevento,2,Serie A,2017,17,0,2,14,0.0,0.0
1220,Christian Puggioni,102,Sampdoria,2,Serie A,2016,21,0,0,0,,0.0
1220,Christian Puggioni,102,Sampdoria,2,Serie A,2017,9,0,0,0,,0.0
1220,Christian Puggioni,222,Benevento,2,Serie A,2017,15,0,0,0,,0.0
1221,Jacopo Sala,94,Verona,2,Serie A,2015,18,0,1,11,0.0,0.0
1221,Jacopo Sala,102,Sampdoria,2,Serie A,2015,6,0,1,1,0.0,0.0
1221,Jacopo Sala,102,Sampdoria,2,Serie A,2016,20,0,0,4,0.0,0.0
1221,Jacopo Sala,102,Sampdoria,2,Serie A,2017,13,0,0,3,0.0,0.0
1221,Jacopo Sala,102,Sampdoria,2,Serie A,2018,21,0,1,8,0.0,0.0
1221,Jacopo Sala,221,SPAL 2013,2,Serie A,2019,16,0,0,15,0.0,0.0
1221,Jacopo Sala,260,Spezia,2,Serie A,2020,6,0,0,0,,0.0
1222,Matías Silvestre,102,Sampdoria,2,Serie A,2014,29,0,2,10,0.0,0.0
1222,Matías Silvestre,102,Sampdoria,2,Serie A,2015,25,0,0,4,0.0,0.0
1222,Matías Silvestre,102,Sampdoria,2,Serie A,2016,36,0,3,13,0.0,0.0
1223,Milan Skriniar,102,Sampdoria,2,Serie A,2016,35,0,0,11,0.0,0.0
1223,Milan Skriniar,106,Inter,2,Serie A,2018,35,0,1,15,0.0,0.0
1223,Milan Skriniar,106,Inter,2,Serie A,2019,32,0,0,13,0.0,0.0
1224,Vasco Regini,102,Sampdoria,2,Serie A,2014,28,0,0,9,0.0,0.0
1224,Vasco Regini,102,Sampdoria,2,Serie A,2015,14,0,0,8,0.0,0.0
1224,Vasco Regini,102,Sampdoria,2,Serie A,2016,34,0,4,10,0.0,0.0
1224,Vasco Regini,102,Sampdoria,2,Serie A,2017,14,0,0,2,0.0,0.0
1225,Edgar Barreto,102,Sampdoria,2,Serie A,2015,30,0,1,18,0.0,0.0
1225,Edgar Barreto,102,Sampdoria,2,Serie A,2018,12,0,2,8,0.0,0.0
1227,Lucas Torreira,102,Sampdoria,2,Serie A,2016,35,0,0,19,0.0,0.0
1229,Luis Muriel,99,Udinese,2,Serie A,2014,12,0,2,15,0.0,0.0
1231,Ricardo Álvarez,77,Sunderland,1,Premier League,2014,13,0,0,10,0.0,0.0
1232,Angelo Palombo,102,Sampdoria,2,Serie A,2015,7,0,0,1,0.0,0.0
1233,Filip Djuricic,74,Southampton,1,Premier League,2014,9,0,0,7,0.0,0.0
1233,Filip Djuricic,102,Sampdoria,2,Serie A,2016,19,0,1,6,0.0,0.0
1233,Filip Djuricic,125,Mainz 05,3,Bundesliga,2014,11,0,0,11,0.0,0.0
1233,Filip Djuricic,222,Benevento,2,Serie A,2017,16,0,2,16,0.0,0.0
1235,Ante Budimir,102,Sampdoria,2,Serie A,2016,11,0,0,10,0.0,0.0
1238,Luca Cigarini,107,Atalanta,2,Serie A,2014,33,0,3,43,0.0,0.0
1238,Luca Cigarini,115,Crotone,2,Serie A,2020,14,0,0,16,0.0,0.0
1238,Luca Cigarini,116,Cagliari,2,Serie A,2018,25,0,1,19,0.0,0.0
1238,Luca Cigarini,116,Cagliari,2,Serie A,2019,22,0,4,7,0.0,0.0
1241,Pedro Pereira,101,Genoa,2,Serie A,2017,6,0,0,1,0.0,0.0
1241,Pedro Pereira,101,Genoa,2,Serie A,2018,26,0,0,3,0.0,0.0
1241,Pedro Pereira,102,Sampdoria,2,Serie A,2015,9,0,1,3,0.0,0.0
1241,Pedro Pereira,102,Sampdoria,2,Serie A,2016,12,0,0,0,,0.0
1241,Pedro Pereira,115,Crotone,2,Serie A,2020,35,0,4,14,0.0,0.0
1242,Luka Krajnc,112,Frosinone,2,Serie A,2018,9,0,0,3,0.0,0.0
1242,Luka Krajnc,203,Cesena,2,Serie A,2014,22,0,1,4,0.0,0.0
1243,Davide Brivio,94,Verona,2,Serie A,2014,13,0,0,4,0.0,0.0
1243,Davide Brivio,107,Atalanta,2,Serie A,2015,14,0,0,9,0.0,0.0
1244,Wojciech Szczesny,83,Arsenal,1,Premier League,2014,17,0,0,0,,0.0
1244,Wojciech Szczesny,95,Roma,2,Serie A,2015,34,0,0,0,,0.0
1244,Wojciech Szczesny,95,Roma,2,Serie A,2016,38,0,0,0,,0.0
1244,Wojciech Szczesny,98,Juventus,2,Serie A,2017,17,0,0,0,,0.0
1244,Wojciech Szczesny,98,Juventus,2,Serie A,2018,28,0,0,0,,0.0
1244,Wojciech Szczesny,98,Juventus,2,Serie A,2019,29,0,0,0,,0.0
1244,Wojciech Szczesny,98,Juventus,2,Serie A,2020,30,0,1,0,,0.0
1245,Emerson,80,Chelsea,1,Premier League,2017,5,0,1,2,0.0,0.0
1245,Emerson,80,Chelsea,1,Premier League,2018,10,0,0,5,0.0,0.0
1245,Emerson,80,Chelsea,1,Premier League,2019,15,0,0,13,0.0,0.0
1245,Emerson,95,Roma,2,Serie A,2016,25,0,1,18,0.0,0.0
1245,Emerson,100,Palermo,2,Serie A,2014,9,0,0,0,,0.0
1246,Kostas Manolas,95,Roma,2,Serie A,2014,30,0,0,7,0.0,0.0
1246,Kostas Manolas,95,Roma,2,Serie A,2016,33,0,2,15,0.0,0.0
1246,Kostas Manolas,105,Napoli,2,Serie A,2020,30,0,0,8,0.0,0.0
1247,Juan Jesus,95,Roma,2,Serie A,2016,20,0,0,3,0.0,0.0
1247,Juan Jesus,95,Roma,2,Serie A,2017,22,0,0,2,0.0,0.0
1247,Juan Jesus,95,Roma,2,Serie A,2020,5,0,0,0,,0.0
1247,Juan Jesus,106,Inter,2,Serie A,2014,32,0,0,10,0.0,0.0
1247,Juan Jesus,106,Inter,2,Serie A,2015,19,0,0,4,0.0,0.0
1248,Leandro Paredes,161,Paris Saint Germain,5,Ligue 1,2018,16,0,2,14,0.0,0.0
1251,Radja Nainggolan,106,Inter,2,Serie A,2020,5,0,0,6,0.0,0.0
1252,Stephan El Shaarawy,171,Monaco,5,Ligue 1,2015,15,0,0,27,0.0,0.0
1254,Alessandro Florenzi,95,Roma,2,Serie A,2016,9,0,3,13,0.0,0.0
1254,Alessandro Florenzi,95,Roma,2,Serie A,2019,14,0,1,14,0.0,0.0
1254,Alessandro Florenzi,146,Valencia,4,La Liga,2019,12,0,0,8,0.0,0.0
1256,Kevin Strootman,95,Roma,2,Serie A,2014,6,0,2,3,0.0,0.0
1256,Kevin Strootman,95,Roma,2,Serie A,2015,5,0,1,2,0.0,0.0
1256,Kevin Strootman,101,Genoa,2,Serie A,2020,18,0,4,6,0.0,0.0
1256,Kevin Strootman,164,Marseille,5,Ligue 1,2020,11,0,0,0,,0.0
1257,Alisson,87,Liverpool,1,Premier League,2018,38,0,0,0,,0.0
1257,Alisson,87,Liverpool,1,Premier League,2019,29,0,1,0,,0.0
1257,Alisson,95,Roma,2,Serie A,2017,37,0,0,0,,0.0
1263,Josip Posavec,100,Palermo,2,Serie A,2016,29,0,0,0,,0.0
1264,Edoardo Goldaniga,101,Genoa,2,Serie A,2020,25,0,1,8,0.0,0.0
1265,Thiago Cionek,100,Palermo,2,Serie A,2015,5,0,1,1,0.0,0.0
1265,Thiago Cionek,100,Palermo,2,Serie A,2016,29,0,0,7,0.0,0.0
1265,Thiago Cionek,221,SPAL 2013,2,Serie A,2018,31,0,3,16,0.0,0.0
1265,Thiago Cionek,221,SPAL 2013,2,Serie A,2019,28,0,1,11,0.0,0.0
1266,Sinisa Andjelkovic,100,Palermo,2,Serie A,2014,32,0,0,7,0.0,0.0
1266,Sinisa Andjelkovic,100,Palermo,2,Serie A,2015,23,0,1,2,0.0,0.0
1266,Sinisa Andjelkovic,100,Palermo,2,Serie A,2016,22,0,1,6,0.0,0.0
1267,Michel Morganella,100,Palermo,2,Serie A,2015,14,0,1,5,0.0,0.0
1267,Michel Morganella,100,Palermo,2,Serie A,2016,11,0,0,5,0.0,0.0
1269,Alessandro Gazzi,100,Palermo,2,Serie A,2016,25,0,0,2,0.0,0.0
1269,Alessandro Gazzi,113,Torino,2,Serie A,2014,30,0,0,15,0.0,0.0
1269,Alessandro Gazzi,113,Torino,2,Serie A,2015,15,0,0,1,0.0,0.0
1271,Ivaylo Chochev,100,Palermo,2,Serie A,2015,27,0,2,28,0.0,0.0
1273,Mato Jajalo,99,Udinese,2,Serie A,2019,26,0,0,16,0.0,0.0
1273,Mato Jajalo,100,Palermo,2,Serie A,2015,28,0,1,20,0.0,0.0
1274,Andrea Rispoli,100,Palermo,2,Serie A,2014,16,0,1,12,0.0,0.0
1274,Andrea Rispoli,100,Palermo,2,Serie A,2015,22,0,4,12,0.0,0.0
1274,Andrea Rispoli,115,Crotone,2,Serie A,2020,19,0,0,4,0.0,0.0
1274,Andrea Rispoli,230,Parma Calcio 1913,2,Serie A,2014,15,0,1,13,0.0,0.0
1274,Andrea Rispoli,243,Lecce,2,Serie A,2019,28,0,0,13,0.0,0.0
1276,Carlos Embalo,100,Palermo,2,Serie A,2016,12,0,1,11,0.0,0.0
1278,Andrea Fulignati,100,Palermo,2,Serie A,2016,9,0,0,0,,0.0
1279,Roberto Vitiello,100,Palermo,2,Serie A,2015,10,0,0,2,0.0,0.0
1279,Roberto Vitiello,100,Palermo,2,Serie A,2016,5,0,0,0,,0.0
1280,Simone Lo Faso,100,Palermo,2,Serie A,2016,10,0,0,7,0.0,0.0
1281,Giuseppe Pezzella,99,Udinese,2,Serie A,2017,15,0,0,7,0.0,0.0
1281,Giuseppe Pezzella,100,Palermo,2,Serie A,2015,9,0,0,2,0.0,0.0
1281,Giuseppe Pezzella,100,Palermo,2,Serie A,2016,10,0,0,5,0.0,0.0
1281,Giuseppe Pezzella,101,Genoa,2,Serie A,2018,5,0,0,1,0.0,0.0
1281,Giuseppe Pezzella,230,Parma Calcio 1913,2,Serie A,2019,22,0,0,2,0.0,0.0
1284,Oscar Hiljemark,100,Palermo,2,Serie A,2016,15,0,0,12,0.0,0.0
1284,Oscar Hiljemark,101,Genoa,2,Serie A,2017,15,0,3,13,0.0,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2014,33,0,0,0,,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2015,35,0,0,0,,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2016,30,0,0,0,,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2017,21,0,0,0,,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2019,9,0,0,0,,0.0
1285,Gianluigi Buffon,98,Juventus,2,Serie A,2020,8,0,0,0,,0.0
1285,Gianluigi Buffon,161,Paris Saint Germain,5,Ligue 1,2018,17,0,0,0,,0.0
1286,Andrea Barzagli,98,Juventus,2,Serie A,2014,10,0,0,0,,0.0
1286,Andrea Barzagli,98,Juventus,2,Serie A,2016,23,0,0,2,0.0,0.0
1286,Andrea Barzagli,98,Juventus,2,Serie A,2017,25,0,1,1,0.0,0.0
1286,Andrea Barzagli,98,Juventus,2,Serie A,2018,7,0,0,0,,0.0
1288,Dani Alves,148,Barcelona,4,La Liga,2014,30,0,6,21,0.0,0.0
1288,Dani Alves,148,Barcelona,4,La Liga,2015,29,0,4,16,0.0,0.0
1290,Miralem Pjanic,148,Barcelona,4,La Liga,2020,19,0,0,16,0.0,0.0
1292,Sami Khedira,98,Juventus,2,Serie A,2019,12,0,1,12,0.0,0.0
1292,Sami Khedira,122,Hertha Berlin,3,Bundesliga,2020,9,0,1,1,0.0,0.0
1292,Sami Khedira,150,Real Madrid,4,La Liga,2014,11,0,0,3,0.0,0.0
1295,Mario Mandzukic,111,AC Milan,2,Serie A,2020,10,0,0,5,0.0,0.0
1296,Stefano Sturaro,94,Verona,2,Serie A,2020,10,0,0,1,0.0,0.0
1296,Stefano Sturaro,98,Juventus,2,Serie A,2016,21,0,1,21,0.0,0.0
1296,Stefano Sturaro,98,Juventus,2,Serie A,2017,12,0,0,5,0.0,0.0
1296,Stefano Sturaro,101,Genoa,2,Serie A,2014,14,0,0,10,0.0,0.0
1297,Neto,98,Juventus,2,Serie A,2016,8,0,0,0,,0.0
1297,Neto,110,Fiorentina,2,Serie A,2014,29,0,0,0,,0.0
1297,Neto,146,Valencia,4,La Liga,2017,33,0,0,1,0.0,0.0
1297,Neto,146,Valencia,4,La Liga,2018,34,0,0,0,,0.0
1297,Neto,148,Barcelona,4,La Liga,2020,7,0,0,0,,0.0
1298,Patrice Evra,81,West Ham,1,Premier League,2017,5,0,0,0,,0.0
1298,Patrice Evra,98,Juventus,2,Serie A,2016,6,0,0,1,0.0,0.0
1300,Claudio Marchisio,98,Juventus,2,Serie A,2015,23,0,2,26,0.0,0.0
1300,Claudio Marchisio,98,Juventus,2,Serie A,2017,15,0,1,12,0.0,0.0
1301,Daniele Rugani,98,Juventus,2,Serie A,2015,17,0,0,3,0.0,0.0
1301,Daniele Rugani,98,Juventus,2,Serie A,2019,10,0,0,6,0.0,0.0
1302,Emil Audero,102,Sampdoria,2,Serie A,2018,36,0,0,0,,0.0
1302,Emil Audero,102,Sampdoria,2,Serie A,2019,36,0,0,0,,0.0
1302,Emil Audero,102,Sampdoria,2,Serie A,2020,37,0,1,0,,0.0
1303,Stephan Lichtsteiner,83,Arsenal,1,Premier League,2018,14,0,0,1,0.0,0.0
